id	group	element	pos	alleleA	alleleB	alleleC	alleleD	alleleE	posControl	negControl
maptprom_chr17_45894534_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894534	chr17_45894534	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894535_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894535	chr17_45894535	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894536_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894536	chr17_45894536	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894537_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894537	chr17_45894537	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894538_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894538	chr17_45894538	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894539_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894539	chr17_45894539	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894540_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894540	chr17_45894540	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894541_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894541	chr17_45894541	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894542_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894542	chr17_45894542	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894543_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894543	chr17_45894543	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894544_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894544	chr17_45894544	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894545_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894545	chr17_45894545	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894546_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894546	chr17_45894546	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894547_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894547	chr17_45894547	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894548_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894548	chr17_45894548	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894549_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894549	chr17_45894549	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894550_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894550	chr17_45894550	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894551_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894551	chr17_45894551	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894552_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894552	chr17_45894552	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894553_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894553	chr17_45894553	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894554_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894554	chr17_45894554	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894555_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894555	chr17_45894555	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894556_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894556	chr17_45894556	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894557_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894557	chr17_45894557	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894558_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894558	chr17_45894558	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894559_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894559	chr17_45894559	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894560_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894560	chr17_45894560	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894561_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894561	chr17_45894561	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894562_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894562	chr17_45894562	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894563_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894563	chr17_45894563	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894564_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894564	chr17_45894564	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894565_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894565	chr17_45894565	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894566_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894566	chr17_45894566	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894567_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894567	chr17_45894567	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894568_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894568	chr17_45894568	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894569_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894569	chr17_45894569	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894570_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894570	chr17_45894570	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894571_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894571	chr17_45894571	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894572_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894572	chr17_45894572	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894573_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894573	chr17_45894573	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894574_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894574	chr17_45894574	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894575_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894575	chr17_45894575	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894576_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894576	chr17_45894576	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894577_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894577	chr17_45894577	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894578_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894578	chr17_45894578	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894579_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894579	chr17_45894579	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894580_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894580	chr17_45894580	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894581_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894581	chr17_45894581	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894582_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894582	chr17_45894582	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894583_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894583	chr17_45894583	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894584_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894584	chr17_45894584	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894585_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894585	chr17_45894585	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894586_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894586	chr17_45894586	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894587_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894587	chr17_45894587	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894588_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894588	chr17_45894588	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894589_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894589	chr17_45894589	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894590_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894590	chr17_45894590	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894591_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894591	chr17_45894591	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894592_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894592	chr17_45894592	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894593_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894593	chr17_45894593	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894594_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894594	chr17_45894594	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894595_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894595	chr17_45894595	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894596_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894596	chr17_45894596	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894597_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894597	chr17_45894597	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894598_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894598	chr17_45894598	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894599_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894599	chr17_45894599	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894600_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894600	chr17_45894600	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894601_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894601	chr17_45894601	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894602_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894602	chr17_45894602	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894603_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894603	chr17_45894603	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894604_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894604	chr17_45894604	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894605_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894605	chr17_45894605	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894606_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894606	chr17_45894606	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894607_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894607	chr17_45894607	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894608_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894608	chr17_45894608	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894609_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894609	chr17_45894609	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894610_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894610	chr17_45894610	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894611_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894611	chr17_45894611	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894612_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894612	chr17_45894612	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894613_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894613	chr17_45894613	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894614_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894614	chr17_45894614	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894615_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894615	chr17_45894615	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894616_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894616	chr17_45894616	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894617_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894617	chr17_45894617	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894618_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894618	chr17_45894618	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894619_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894619	chr17_45894619	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894620_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894620	chr17_45894620	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894621_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894621	chr17_45894621	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894622_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894622	chr17_45894622	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894623_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894623	chr17_45894623	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894624_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894624	chr17_45894624	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894625_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894625	chr17_45894625	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894626_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894626	chr17_45894626	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894627_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894627	chr17_45894627	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894628_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894628	chr17_45894628	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894629_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894629	chr17_45894629	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894630_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894630	chr17_45894630	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894631_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894631	chr17_45894631	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894632_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894632	chr17_45894632	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894633_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894633	chr17_45894633	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894634_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894634	chr17_45894634	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894635_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894635	chr17_45894635	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894636_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894636	chr17_45894636	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894637_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894637	chr17_45894637	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894638_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894638	chr17_45894638	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894639_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894639	chr17_45894639	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894640_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894640	chr17_45894640	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894641_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894641	chr17_45894641	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894642_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894642	chr17_45894642	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894643_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894643	chr17_45894643	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894644_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894644	chr17_45894644	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894645_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894645	chr17_45894645	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894646_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894646	chr17_45894646	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894647_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894647	chr17_45894647	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894648_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894648	chr17_45894648	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894649_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894649	chr17_45894649	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894650_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894650	chr17_45894650	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894651_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894651	chr17_45894651	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894652_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894652	chr17_45894652	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894653_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894653	chr17_45894653	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894654_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894654	chr17_45894654	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894655_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894655	chr17_45894655	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894656_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894656	chr17_45894656	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894657_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894657	chr17_45894657	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894658_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894658	chr17_45894658	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894659_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894659	chr17_45894659	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894660_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894660	chr17_45894660	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894661_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894661	chr17_45894661	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894662_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894662	chr17_45894662	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894663_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894663	chr17_45894663	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894664_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894664	chr17_45894664	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894665_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894665	chr17_45894665	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894666_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894666	chr17_45894666	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894667_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894667	chr17_45894667	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894668_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894668	chr17_45894668	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894669_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894669	chr17_45894669	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894670_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894670	chr17_45894670	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894671_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894671	chr17_45894671	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894672_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894672	chr17_45894672	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894673_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894673	chr17_45894673	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894674_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894674	chr17_45894674	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894675_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894675	chr17_45894675	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894676_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894676	chr17_45894676	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894677_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894677	chr17_45894677	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894678_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894678	chr17_45894678	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894679_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894679	chr17_45894679	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894680_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894680	chr17_45894680	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894681_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894681	chr17_45894681	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894682_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894682	chr17_45894682	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894683_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894683	chr17_45894683	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894684_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894684	chr17_45894684	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894685_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894685	chr17_45894685	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894686_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894686	chr17_45894686	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894687_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894687	chr17_45894687	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894688_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894688	chr17_45894688	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894689_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894689	chr17_45894689	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894690_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894690	chr17_45894690	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45894691_referenceseq	MAPTpromoterRefseq	maptprom_chr17_45894691	chr17_45894691	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
